CustomerID,SeniorCitizen,Partner,Dependents,Tenure,Contract,InternetService,OnlineSecurity,TechSupport,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00803,1,No,Yes,72,Month-to-month,DSL,No,Yes,No,Mailed check,119.45,8598.28,No
CUST00804,0,Yes,Yes,16,One year,DSL,No,Yes,Yes,Electronic check,27.16,428.26,No
CUST00805,0,No,No,8,Month-to-month,DSL,No,No,Yes,Mailed check,18.24,183.74,Yes
CUST00806,0,No,No,14,Month-to-month,DSL,Yes,No,Yes,Electronic check,22.5,345.4,Yes
CUST00807,0,Yes,No,23,One year,No,No,Yes,Yes,Mailed check,52.86,1228.89,No
CUST00808,0,No,Yes,37,One year,No,Yes,Yes,Yes,Mailed check,82.56,2972.55,No
CUST00809,0,No,Yes,34,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,25.04,725.62,No
CUST00810,1,No,Yes,48,Two year,DSL,No,No,No,Credit card,18.58,937.45,No
CUST00811,1,Yes,No,68,Month-to-month,Fiber optic,No,No,Yes,Mailed check,113.58,7760.76,No
CUST00812,0,Yes,Yes,61,One year,Fiber optic,No,No,No,Mailed check,101.84,6162.37,No
CUST00813,0,No,No,59,One year,No,No,No,No,Electronic check,100.54,5949.23,No
CUST00814,0,Yes,No,49,One year,Fiber optic,Yes,Yes,No,Mailed check,108.21,5291.83,No
CUST00815,0,No,Yes,8,One year,DSL,Yes,No,No,Mailed check,89.4,769.52,No
CUST00816,0,Yes,Yes,33,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,28.65,949.63,No
CUST00817,0,No,No,34,Month-to-month,No,Yes,Yes,Yes,Mailed check,58.71,2041.16,No
CUST00818,1,No,Yes,0,One year,Fiber optic,No,No,No,Credit card,91.76,0.0,Yes
CUST00819,0,Yes,Yes,39,Month-to-month,Fiber optic,No,No,Yes,Mailed check,46.59,1831.26,Yes
CUST00820,0,Yes,Yes,63,Two year,DSL,No,No,Yes,Mailed check,88.12,5530.93,No
CUST00821,0,Yes,No,21,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,20.5,399.58,No
CUST00822,0,Yes,No,59,Month-to-month,Fiber optic,No,No,No,Credit card,49.23,2788.08,No
CUST00823,0,No,Yes,63,Month-to-month,DSL,No,No,Yes,Bank transfer,74.01,4708.8,No
CUST00824,0,No,No,71,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,82.47,5942.85,Yes
CUST00825,1,Yes,No,10,One year,DSL,Yes,Yes,Yes,Credit card,76.86,699.2,No
CUST00826,0,Yes,No,13,One year,DSL,No,Yes,No,Mailed check,89.17,1193.89,No
CUST00827,0,Yes,Yes,59,One year,DSL,Yes,No,Yes,Mailed check,18.62,1131.18,No
CUST00828,0,No,No,29,Two year,DSL,No,No,No,Mailed check,28.3,794.97,No
CUST00829,0,Yes,No,34,Two year,Fiber optic,No,Yes,Yes,Electronic check,106.63,3588.55,No
CUST00830,0,No,No,36,Two year,DSL,Yes,Yes,No,Bank transfer,87.54,3210.47,No
CUST00831,0,No,No,4,Month-to-month,DSL,No,Yes,Yes,Electronic check,29.52,171.84,Yes
CUST00832,0,No,No,25,One year,No,Yes,No,No,Bank transfer,103.89,2619.82,No
CUST00833,0,No,No,61,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,42.71,2579.31,No
CUST00834,0,No,No,3,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,66.78,254.81,Yes
CUST00835,0,No,No,41,One year,Fiber optic,No,No,No,Credit card,32.81,1303.38,No
CUST00836,1,No,No,17,Month-to-month,Fiber optic,No,No,No,Bank transfer,90.43,1608.34,No
CUST00837,0,Yes,Yes,39,Month-to-month,DSL,No,Yes,No,Bank transfer,86.02,3436.39,No
CUST00838,0,No,Yes,71,Month-to-month,No,No,Yes,No,Electronic check,39.53,2865.7,No
CUST00839,0,Yes,No,38,Month-to-month,DSL,No,No,Yes,Bank transfer,106.07,4047.8,No
CUST00840,1,No,No,13,Two year,Fiber optic,No,Yes,No,Mailed check,58.93,638.72,No
CUST00841,0,No,No,31,Month-to-month,DSL,Yes,Yes,Yes,Credit card,47.84,1473.8,No
CUST00842,0,No,No,50,Month-to-month,Fiber optic,Yes,No,No,Electronic check,33.54,1765.24,Yes
CUST00843,0,No,Yes,37,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,45.15,1717.4,No
CUST00844,1,Yes,No,22,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,20.25,467.27,No
CUST00845,0,No,Yes,62,Two year,DSL,Yes,Yes,Yes,Bank transfer,77.49,4770.34,No
CUST00846,0,Yes,No,14,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,103.91,1505.96,No
CUST00847,1,Yes,No,24,Month-to-month,No,Yes,No,Yes,Bank transfer,74.0,1697.35,Yes
CUST00848,0,Yes,Yes,16,One year,No,No,Yes,Yes,Credit card,40.37,637.38,No
CUST00849,0,Yes,Yes,65,Two year,DSL,No,Yes,Yes,Mailed check,21.43,1479.94,No
CUST00850,0,No,Yes,52,One year,Fiber optic,No,No,Yes,Electronic check,39.89,2034.06,No
CUST00851,0,No,Yes,50,Two year,No,Yes,Yes,Yes,Bank transfer,60.44,3052.46,No
CUST00852,0,No,No,38,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,95.48,3540.38,Yes
CUST00853,1,Yes,Yes,50,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,37.16,1825.39,No
CUST00854,0,No,Yes,69,Month-to-month,No,No,Yes,Yes,Bank transfer,91.42,6316.95,No
CUST00855,0,No,Yes,5,Two year,No,Yes,Yes,No,Electronic check,106.43,549.83,No
CUST00856,1,No,No,66,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,64.3,4347.17,No
CUST00857,1,No,No,6,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,101.79,585.54,Yes
CUST00858,0,No,Yes,50,Month-to-month,DSL,Yes,Yes,No,Bank transfer,74.58,3758.72,No
CUST00859,0,Yes,No,71,Month-to-month,Fiber optic,Yes,No,No,Mailed check,82.98,5919.9,No
CUST00860,0,No,No,41,Month-to-month,DSL,Yes,No,Yes,Mailed check,71.68,2909.44,No
CUST00861,0,No,No,63,Two year,DSL,No,No,No,Bank transfer,65.24,4157.92,No
CUST00862,0,No,No,14,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,41.93,620.43,No
CUST00863,0,Yes,Yes,28,One year,DSL,No,Yes,Yes,Electronic check,48.93,1356.37,Yes
CUST00864,0,No,No,32,One year,Fiber optic,No,No,Yes,Bank transfer,47.58,1532.3,Yes
CUST00865,0,No,No,26,Month-to-month,Fiber optic,No,No,Yes,Credit card,75.46,1913.98,Yes
CUST00866,0,No,No,35,Month-to-month,Fiber optic,No,No,No,Credit card,30.24,1014.12,No
CUST00867,0,No,Yes,28,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,111.51,3121.2,Yes
CUST00868,0,Yes,No,37,Month-to-month,No,Yes,No,Yes,Mailed check,91.51,3423.24,No
CUST00869,0,Yes,No,56,One year,DSL,Yes,Yes,Yes,Bank transfer,58.95,3284.52,No
CUST00870,0,No,Yes,26,Month-to-month,Fiber optic,No,Yes,No,Electronic check,34.18,857.86,No
CUST00871,0,No,Yes,54,Month-to-month,No,Yes,No,No,Mailed check,107.96,5818.3,No
CUST00872,0,No,No,32,Month-to-month,Fiber optic,No,Yes,No,Electronic check,102.03,3306.39,No
CUST00873,0,Yes,No,67,Two year,Fiber optic,Yes,No,Yes,Mailed check,91.62,6070.95,No
CUST00874,0,No,No,65,Two year,No,No,No,Yes,Bank transfer,45.7,3013.57,No
CUST00875,0,Yes,No,9,Two year,DSL,Yes,No,Yes,Electronic check,59.05,557.05,Yes
CUST00876,0,No,No,4,One year,Fiber optic,Yes,No,Yes,Bank transfer,28.48,46.09,No
CUST00877,0,Yes,Yes,37,Month-to-month,Fiber optic,No,No,Yes,Electronic check,37.28,1367.6,No
CUST00878,0,No,No,12,One year,DSL,No,No,Yes,Mailed check,97.87,1206.24,No
CUST00879,0,Yes,No,30,Month-to-month,No,No,Yes,Yes,Electronic check,90.93,2632.38,No
CUST00880,0,No,No,46,One year,No,Yes,No,No,Credit card,78.54,3561.07,No
CUST00881,0,No,Yes,51,One year,Fiber optic,Yes,Yes,No,Credit card,109.36,5501.21,No
CUST00882,1,No,Yes,55,Month-to-month,DSL,No,Yes,Yes,Electronic check,77.49,4233.05,No
CUST00883,0,Yes,Yes,14,One year,DSL,No,Yes,Yes,Credit card,65.63,970.71,Yes
CUST00884,0,No,No,28,Two year,Fiber optic,Yes,No,Yes,Bank transfer,52.72,1516.07,No
CUST00885,0,No,No,7,Month-to-month,DSL,No,No,No,Credit card,113.93,,No
CUST00886,1,Yes,Yes,4,Two year,Fiber optic,No,No,No,Credit card,26.44,157.21,Yes
CUST00887,1,No,No,28,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,112.95,3195.77,No
CUST00888,0,No,No,46,One year,Fiber optic,No,No,Yes,Bank transfer,102.32,4770.48,No
CUST00889,0,Yes,No,67,Month-to-month,Fiber optic,Yes,No,No,Mailed check,31.25,2089.32,No
CUST00890,0,Yes,No,44,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,75.63,3354.67,Yes
CUST00891,0,No,Yes,1,Two year,DSL,No,No,No,Electronic check,106.39,274.98,No
CUST00892,0,No,Yes,26,Two year,DSL,No,Yes,No,Credit card,76.32,1968.84,No
CUST00893,0,Yes,No,35,One year,Fiber optic,Yes,No,No,Mailed check,110.53,3865.3,No
CUST00894,1,No,No,35,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,114.18,3988.35,Yes
CUST00895,0,No,Yes,25,Two year,Fiber optic,No,No,No,Credit card,61.08,1522.47,No
CUST00896,1,Yes,No,42,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,56.49,2400.49,No
CUST00897,0,Yes,No,26,Two year,No,No,No,Yes,Electronic check,113.5,2953.91,No
CUST00898,0,No,No,68,Month-to-month,DSL,Yes,No,Yes,Mailed check,86.86,5838.24,No
CUST00899,0,No,Yes,19,Month-to-month,DSL,No,Yes,Yes,Electronic check,29.83,567.67,No
CUST00900,0,No,No,10,One year,DSL,Yes,Yes,Yes,Credit card,22.31,196.78,No
CUST00901,0,Yes,No,37,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,75.59,2710.4,No
CUST00902,0,Yes,No,5,Month-to-month,Fiber optic,No,No,Yes,Electronic check,112.88,621.65,No
CUST00903,1,Yes,No,71,Month-to-month,No,No,Yes,Yes,Bank transfer,104.11,7365.22,No
CUST00904,0,No,No,22,Month-to-month,Fiber optic,No,No,Yes,Credit card,86.94,1931.85,No
CUST00905,0,Yes,No,46,Month-to-month,No,Yes,No,Yes,Credit card,32.19,1323.04,No
CUST00906,0,No,No,45,Month-to-month,No,No,No,Yes,Bank transfer,43.93,2001.8,No
CUST00907,1,Yes,No,11,Month-to-month,DSL,No,No,Yes,Credit card,107.3,1164.63,Yes
CUST00908,0,Yes,No,12,Month-to-month,Fiber optic,No,No,Yes,Mailed check,36.65,362.06,No
CUST00909,0,Yes,Yes,61,One year,Fiber optic,No,No,No,Electronic check,46.4,2802.8,No
CUST00910,0,Yes,No,59,Month-to-month,DSL,No,No,Yes,Mailed check,31.22,1807.66,Yes
CUST00911,0,No,No,42,Two year,Fiber optic,No,No,No,Mailed check,86.96,3689.85,No
CUST00912,1,Yes,No,67,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,114.29,7661.95,No
CUST00913,0,No,No,4,Month-to-month,DSL,No,Yes,No,Bank transfer,45.43,105.6,Yes
CUST00914,0,Yes,Yes,36,One year,Fiber optic,No,No,Yes,Bank transfer,66.49,2415.57,Yes
CUST00915,0,Yes,No,71,Two year,Fiber optic,Yes,No,Yes,Credit card,82.7,5768.16,No
CUST00916,0,Yes,No,30,Two year,DSL,No,No,Yes,Bank transfer,119.95,3542.25,No
CUST00917,0,Yes,No,8,One year,Fiber optic,Yes,No,Yes,Credit card,28.69,,Yes
CUST00918,0,Yes,No,50,Month-to-month,DSL,No,Yes,No,Bank transfer,68.85,3411.29,No
CUST00919,0,No,No,28,One year,Fiber optic,No,No,Yes,Credit card,57.28,1663.43,Yes
CUST00920,0,Yes,No,39,One year,DSL,No,No,Yes,Electronic check,106.31,4154.56,No
CUST00921,0,Yes,No,40,One year,No,No,No,No,Credit card,66.55,2693.3,No
CUST00922,0,No,No,10,Month-to-month,Fiber optic,No,No,Yes,Electronic check,29.32,326.54,Yes
CUST00923,0,Yes,No,22,Two year,DSL,No,No,Yes,Credit card,82.71,1797.46,No
CUST00924,0,No,No,0,Two year,Fiber optic,Yes,No,Yes,Bank transfer,96.62,0.0,Yes
CUST00925,0,Yes,No,45,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,18.29,820.55,No
CUST00926,0,Yes,No,20,Month-to-month,Fiber optic,No,Yes,No,Electronic check,105.61,2155.56,Yes
CUST00927,0,No,No,35,Month-to-month,Fiber optic,No,No,No,Mailed check,36.97,1282.31,No
CUST00928,0,No,Yes,53,Two year,Fiber optic,Yes,No,No,Mailed check,74.31,3967.98,No
CUST00929,1,Yes,Yes,56,One year,DSL,No,No,No,Credit card,60.41,3381.6,No
CUST00930,0,Yes,No,0,One year,DSL,Yes,Yes,Yes,Bank transfer,91.4,0.0,Yes
CUST00931,0,Yes,No,62,Month-to-month,Fiber optic,No,No,Yes,Mailed check,55.86,3389.92,No
CUST00932,0,Yes,No,53,One year,Fiber optic,No,No,Yes,Bank transfer,106.72,5734.28,No
CUST00933,0,No,No,54,Month-to-month,Fiber optic,No,No,No,Bank transfer,92.51,4937.16,No
CUST00934,0,Yes,No,39,Month-to-month,No,No,Yes,No,Bank transfer,84.07,3246.85,No
CUST00935,0,No,No,14,One year,Fiber optic,No,No,Yes,Credit card,99.22,1434.96,Yes
CUST00936,0,Yes,No,20,Two year,Fiber optic,No,No,Yes,Electronic check,94.91,1838.57,No
CUST00937,1,No,No,46,Two year,DSL,No,No,No,Credit card,21.67,962.64,No
CUST00938,0,No,No,72,Two year,DSL,No,Yes,Yes,Mailed check,58.26,4184.14,No
CUST00939,0,No,Yes,52,Month-to-month,No,Yes,Yes,No,Electronic check,112.94,5855.77,No
CUST00940,0,Yes,No,8,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,30.82,198.03,No
CUST00941,0,No,Yes,51,One year,Fiber optic,No,Yes,Yes,Electronic check,93.18,4742.5,No
CUST00942,1,No,No,56,Two year,DSL,No,Yes,Yes,Electronic check,117.41,6608.91,No
CUST00943,0,No,Yes,25,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,23.32,576.85,No
CUST00944,0,No,No,40,Month-to-month,No,No,No,Yes,Bank transfer,87.58,3470.28,Yes
CUST00945,0,No,Yes,34,Month-to-month,DSL,Yes,No,Yes,Bank transfer,65.75,2282.8,No
CUST00946,0,No,Yes,62,One year,No,Yes,Yes,No,Electronic check,77.08,4864.28,No
CUST00947,0,Yes,No,24,Month-to-month,Fiber optic,No,Yes,No,Credit card,26.7,688.56,Yes
CUST00948,1,No,Yes,37,Month-to-month,Fiber optic,No,No,No,Mailed check,22.39,772.27,No
CUST00949,0,No,Yes,1,Month-to-month,Fiber optic,No,No,Yes,Mailed check,86.02,31.18,Yes
CUST00950,0,Yes,No,6,Month-to-month,No,No,Yes,No,Bank transfer,101.98,633.73,No
CUST00951,1,No,Yes,33,Two year,DSL,No,Yes,Yes,Bank transfer,97.77,3234.96,No
CUST00952,0,No,Yes,16,Month-to-month,DSL,No,No,Yes,Mailed check,73.47,1114.28,Yes
CUST00953,0,Yes,Yes,42,One year,No,Yes,No,Yes,Mailed check,28.19,1198.3,No
CUST00954,0,Yes,No,58,One year,Fiber optic,No,No,Yes,Credit card,88.18,5119.38,No
CUST00955,0,Yes,No,50,Two year,DSL,Yes,No,No,Mailed check,42.67,2207.4,No
CUST00956,1,No,No,53,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,110.93,5857.52,No
CUST00957,0,No,No,23,Two year,Fiber optic,Yes,No,Yes,Bank transfer,103.5,2449.83,No
CUST00958,0,No,Yes,24,One year,Fiber optic,No,No,No,Mailed check,90.36,2240.16,No
CUST00959,0,No,No,70,Two year,DSL,Yes,No,No,Bank transfer,114.78,8000.95,No
CUST00960,0,No,No,51,Two year,Fiber optic,No,Yes,No,Electronic check,21.21,1099.41,No
CUST00961,0,Yes,No,69,Month-to-month,DSL,Yes,No,Yes,Electronic check,93.09,6412.64,No
CUST00962,0,Yes,No,32,Month-to-month,Fiber optic,No,No,No,Electronic check,51.68,1641.14,No
CUST00963,0,Yes,No,48,Month-to-month,No,Yes,Yes,Yes,Mailed check,110.42,5312.47,Yes
CUST00964,0,Yes,Yes,28,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,45.2,1226.1,No
CUST00965,0,No,No,62,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,91.94,5620.52,No
CUST00966,0,No,No,21,Month-to-month,DSL,No,Yes,No,Bank transfer,107.52,2231.32,No
CUST00967,0,No,No,25,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,22.25,615.29,No
CUST00968,0,No,No,27,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,58.56,1570.95,No
CUST00969,0,No,Yes,48,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,95.76,4595.32,Yes
CUST00970,0,No,No,70,Month-to-month,Fiber optic,No,No,Yes,Credit card,64.4,4547.63,No
CUST00971,0,Yes,Yes,48,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,45.26,2092.62,Yes
CUST00972,0,Yes,Yes,19,Month-to-month,DSL,Yes,No,No,Mailed check,40.42,789.94,Yes
CUST00973,0,No,No,62,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,31.41,2030.91,No
CUST00974,0,Yes,No,60,Month-to-month,DSL,Yes,No,No,Bank transfer,105.43,6330.38,No
CUST00975,1,Yes,No,48,Two year,DSL,Yes,No,Yes,Mailed check,76.69,3584.97,No
CUST00976,0,No,No,70,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,25.79,1801.48,No
CUST00977,1,Yes,No,0,Month-to-month,No,No,No,No,Bank transfer,57.02,30.51,No
CUST00978,0,Yes,Yes,12,Month-to-month,Fiber optic,No,No,No,Bank transfer,55.51,671.72,Yes
CUST00979,1,No,No,50,Two year,DSL,Yes,No,Yes,Credit card,36.54,1840.62,Yes
CUST00980,0,No,No,55,Two year,DSL,No,No,Yes,Electronic check,62.42,3452.73,No
CUST00981,0,Yes,No,61,Two year,DSL,Yes,Yes,No,Bank transfer,51.87,3117.46,No
CUST00982,1,Yes,No,31,One year,DSL,No,No,Yes,Electronic check,52.86,1598.3,No
CUST00983,0,No,No,29,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,93.38,2689.54,No
CUST00984,0,Yes,No,28,Month-to-month,Fiber optic,No,No,No,Electronic check,40.77,1161.19,Yes
CUST00985,0,No,No,48,Month-to-month,DSL,Yes,No,Yes,Electronic check,83.47,3947.11,Yes
CUST00986,0,Yes,No,44,Two year,DSL,No,No,Yes,Credit card,76.21,3456.06,No
CUST00987,0,Yes,No,29,One year,DSL,Yes,No,No,Bank transfer,75.95,2081.38,No
CUST00988,0,Yes,No,15,One year,DSL,No,Yes,No,Electronic check,85.63,1199.11,No
CUST00989,0,No,No,39,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,73.93,2910.95,No
CUST00990,0,No,No,18,Two year,DSL,No,Yes,Yes,Bank transfer,107.68,1961.62,No
CUST00991,1,Yes,No,17,Month-to-month,Fiber optic,No,No,Yes,Mailed check,86.91,1473.85,No
CUST00992,0,Yes,No,0,Month-to-month,Fiber optic,No,No,No,Bank transfer,73.79,33.81,No
CUST00993,0,Yes,No,46,Month-to-month,No,Yes,No,No,Bank transfer,102.64,4749.83,Yes
CUST00994,0,No,No,65,One year,No,Yes,No,Yes,Electronic check,79.83,5188.95,No
CUST00995,1,Yes,No,37,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,47.7,1778.31,Yes
CUST00996,0,Yes,No,50,Two year,DSL,Yes,No,Yes,Bank transfer,39.12,1798.96,No
CUST00997,1,Yes,No,62,Month-to-month,Fiber optic,No,No,Yes,Mailed check,33.54,,No
CUST00998,0,No,No,3,One year,Fiber optic,Yes,No,No,Mailed check,109.74,326.84,Yes
CUST00999,0,No,Yes,0,Month-to-month,DSL,No,No,Yes,Electronic check,90.43,95.64,Yes
CUST01000,0,No,Yes,7,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,113.61,753.99,Yes
CUST01001,0,Yes,No,28,Two year,No,No,No,Yes,Mailed check,79.54,2225.33,Yes
CUST01002,0,Yes,No,54,One year,Fiber optic,No,No,Yes,Mailed check,66.29,3650.84,No
CUST01003,0,Yes,No,2,One year,DSL,Yes,Yes,Yes,Credit card,24.09,76.19,No
CUST01004,0,Yes,Yes,31,Two year,DSL,No,No,Yes,Bank transfer,86.51,2683.07,No
CUST01005,0,No,Yes,9,One year,Fiber optic,Yes,No,No,Electronic check,77.39,744.63,No
CUST01006,0,Yes,No,33,Month-to-month,DSL,No,No,No,Electronic check,119.0,3887.36,Yes
CUST01007,0,Yes,Yes,54,One year,Fiber optic,No,Yes,No,Bank transfer,42.39,2375.33,No
CUST01008,0,No,No,31,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,72.14,2268.46,Yes
CUST01009,0,No,No,49,Month-to-month,DSL,No,No,No,Electronic check,84.4,4054.3,No
CUST01010,0,No,No,6,Month-to-month,No,Yes,Yes,No,Mailed check,83.75,472.24,No
CUST01011,1,No,Yes,7,One year,Fiber optic,No,No,Yes,Mailed check,75.25,418.87,No
CUST01012,0,No,Yes,64,One year,DSL,No,Yes,Yes,Bank transfer,97.25,6263.79,No
CUST01013,0,No,No,56,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,38.91,2207.14,No
CUST01014,0,No,Yes,66,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,92.01,6049.65,No
CUST01015,0,Yes,No,58,Two year,Fiber optic,No,Yes,No,Mailed check,81.21,4770.2,No
CUST01016,0,Yes,No,71,Month-to-month,No,Yes,No,Yes,Credit card,109.4,7763.22,No
CUST01017,0,No,Yes,53,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,104.41,5664.9,No
CUST01018,0,No,Yes,66,One year,No,Yes,No,Yes,Mailed check,50.14,3249.27,No
CUST01019,0,No,Yes,50,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,46.18,2341.08,No
CUST01020,0,No,No,7,One year,Fiber optic,Yes,No,Yes,Credit card,118.13,807.04,Yes
CUST01021,0,Yes,Yes,33,Month-to-month,No,No,No,Yes,Mailed check,71.78,2334.89,No
CUST01022,0,No,No,34,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,110.45,3746.65,Yes
CUST01023,0,No,No,31,One year,DSL,No,No,No,Bank transfer,34.72,1094.67,Yes
CUST01024,0,No,No,45,One year,Fiber optic,Yes,Yes,No,Bank transfer,83.57,3763.56,Yes
CUST01025,0,Yes,Yes,15,Two year,Fiber optic,No,No,No,Credit card,100.61,1543.03,No
CUST01026,1,Yes,No,67,Two year,DSL,Yes,No,No,Bank transfer,114.63,7710.56,No
CUST01027,0,No,No,36,One year,No,No,Yes,No,Credit card,52.41,1959.33,Yes
CUST01028,1,Yes,No,53,One year,DSL,Yes,Yes,No,Credit card,91.95,4813.29,No
CUST01029,0,Yes,No,13,Month-to-month,DSL,Yes,Yes,No,Mailed check,72.96,870.61,No
CUST01030,0,No,No,54,Month-to-month,No,No,No,No,Credit card,24.18,1302.33,No
CUST01031,1,Yes,No,47,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,88.38,4114.18,No
CUST01032,0,No,No,6,Two year,DSL,Yes,No,Yes,Bank transfer,88.39,574.04,Yes
CUST01033,0,No,No,6,Month-to-month,Fiber optic,No,Yes,No,Credit card,112.92,624.13,No
CUST01034,1,No,No,32,One year,Fiber optic,No,No,Yes,Bank transfer,68.73,2171.88,Yes
CUST01035,0,No,Yes,22,Month-to-month,DSL,No,Yes,Yes,Credit card,41.49,896.16,No
CUST01036,0,No,No,18,One year,No,Yes,Yes,Yes,Mailed check,22.55,494.18,Yes
CUST01037,1,No,No,18,Two year,Fiber optic,Yes,No,Yes,Electronic check,60.4,1192.58,No
CUST01038,0,No,Yes,35,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,48.8,1650.93,Yes
CUST01039,0,No,No,28,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,95.63,2567.85,No
CUST01040,0,Yes,Yes,59,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,54.14,3165.56,No
CUST01041,0,No,Yes,1,Month-to-month,DSL,Yes,No,Yes,Mailed check,114.81,112.96,Yes
CUST01042,0,Yes,No,0,Two year,DSL,No,No,No,Electronic check,116.16,0.0,No
CUST01043,0,Yes,No,46,Month-to-month,Fiber optic,No,No,Yes,Credit card,81.33,3736.97,Yes
CUST01044,0,Yes,No,68,Two year,No,No,No,No,Mailed check,112.72,7705.76,No
CUST01045,0,No,No,19,Month-to-month,DSL,Yes,Yes,No,Bank transfer,95.61,1796.45,No
CUST01046,1,Yes,Yes,10,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,73.78,748.47,Yes
CUST01047,0,No,No,1,Two year,No,Yes,No,Yes,Mailed check,36.39,68.62,No
CUST01048,0,No,Yes,66,Month-to-month,DSL,No,Yes,Yes,Electronic check,64.78,4286.45,No
CUST01049,0,Yes,No,11,Two year,DSL,No,Yes,No,Electronic check,75.21,861.1,No
CUST01050,0,No,No,19,Two year,DSL,Yes,Yes,No,Credit card,106.12,1930.88,No
CUST01051,1,Yes,No,4,Month-to-month,Fiber optic,No,No,Yes,Credit card,67.1,274.12,Yes
CUST01052,0,No,No,36,Month-to-month,DSL,No,Yes,Yes,Bank transfer,109.56,3955.65,Yes
CUST01053,0,No,No,37,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,86.78,3202.58,Yes
CUST01054,0,Yes,No,8,Month-to-month,Fiber optic,No,Yes,No,Credit card,31.97,225.88,No
CUST01055,0,No,Yes,52,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,119.49,6236.54,No
CUST01056,0,No,No,43,Month-to-month,DSL,No,No,Yes,Credit card,71.78,,No
CUST01057,0,No,Yes,23,Month-to-month,Fiber optic,No,No,Yes,Mailed check,57.97,1330.68,No
CUST01058,0,No,No,29,Month-to-month,Fiber optic,No,Yes,No,Credit card,85.23,2455.25,No
CUST01059,0,No,No,58,Two year,No,Yes,Yes,No,Mailed check,29.11,1673.92,No
CUST01060,0,Yes,No,13,Two year,No,No,Yes,Yes,Mailed check,82.93,1039.82,No
CUST01061,0,Yes,No,8,One year,Fiber optic,No,Yes,No,Credit card,68.82,526.78,No
CUST01062,1,No,No,39,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,59.48,2272.76,No
CUST01063,0,No,Yes,65,Two year,DSL,No,No,No,Electronic check,115.21,7469.29,Yes
CUST01064,0,Yes,Yes,24,Month-to-month,DSL,No,No,Yes,Bank transfer,71.3,1729.42,No
CUST01065,1,No,No,72,One year,DSL,No,No,No,Credit card,40.35,2946.19,No
CUST01066,0,Yes,No,21,Two year,Fiber optic,No,Yes,Yes,Bank transfer,64.81,1358.45,No
CUST01067,0,Yes,No,3,Month-to-month,DSL,Yes,Yes,Yes,Credit card,111.78,331.4,No
CUST01068,0,Yes,No,25,One year,DSL,No,Yes,No,Bank transfer,35.96,906.2,No
CUST01069,1,No,Yes,57,Two year,No,Yes,No,Yes,Mailed check,39.82,2318.91,No
